filename,full_path,file_type,project_area,apparent_purpose,modified_date,version_information,referenced_by,live_website_use,relationship_to_other_versions,status,classification_note,source_root,size_bytes,sha256
where-you-stand-queen-ann-poem-artifact-ann-cropped.png,/Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-poem-artifact-ann-cropped.png,png,Participant material,where you stand queen ann poem artifact ann cropped,2026-07-29T22:37:46-05:00,not explicit,repository text/code search,NO / NOT APPLICABLE,byte-identical group of 2; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-poem-artifact-ann-cropped.png,UNRESOLVED,Status not safely inferable from filename or date,LIVE_REPOSITORY,333542,1bc5621abcb251fc099ed61a6e3278537841ffe18ea3a26e2f9d767e2a9fb21f
where-you-stand-queen-ann-poem-artifact-ann.png,/Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-poem-artifact-ann.png,png,Participant material,where you stand queen ann poem artifact ann,2026-07-29T21:56:19-05:00,not explicit,repository text/code search,NO / NOT APPLICABLE,byte-identical group of 4; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-poem-artifact-ann.png,UNRESOLVED,Status not safely inferable from filename or date,LIVE_REPOSITORY,336413,bf2ec8f19e5c5861407f7723d78974b40b8d1c49c77ea08d9ee43f80121253a8
where-you-stand-queen-ann-poem-background-v2-harmonized-v3-clarity-v1.png,/Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-poem-background-v2-harmonized-v3-clarity-v1.png,png,Participant material,where you stand queen ann poem background v2 harmonized v3 clarity v1,2026-08-03T21:19:37-05:00,version-like filename,not determined,NO / NOT APPLICABLE,byte-identical group of 8; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-king-poem-village-path-v1-harmonized-v3-clarity-v1.png,DUPLICATE / REDUNDANT,Byte-identical to /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-king-poem-village-path-v1-harmonized-v3-clarity-v1.png,LIVE_REPOSITORY,2434401,880d3b8f1922079734e6d7a0c09006c63e6f0036078c07870425c3fd9b3a55d4
where-you-stand-queen-ann-poem-background-v2-harmonized-v3.png,/Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-poem-background-v2-harmonized-v3.png,png,Participant material,where you stand queen ann poem background v2 harmonized v3,2026-08-03T21:19:36-05:00,version-like filename,not determined,NO / NOT APPLICABLE,byte-identical group of 8; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-king-poem-village-path-v1-harmonized-v3.png,DUPLICATE / REDUNDANT,Byte-identical to /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-king-poem-village-path-v1-harmonized-v3.png,LIVE_REPOSITORY,2129673,8a2d505a0beb7851d7a5f7230b67ba95e3e75f90c1e3c36ac5580ab3fb4fd1bc
where-you-stand-queen-ann-poem-background-v2.png,/Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-poem-background-v2.png,png,Participant material,where you stand queen ann poem background v2,2026-08-03T21:18:51-05:00,version-like filename,repository text/code search,NO / NOT APPLICABLE,byte-identical group of 8; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-king-poem-village-path-v1.png,DUPLICATE / REDUNDANT,Byte-identical to /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-king-poem-village-path-v1.png,LIVE_REPOSITORY,2209663,f023ebf4d4fa59944429df296d695f3ab035ff1e1c50277e925e38756baa5409
where-you-stand-queen-ann-poem-burning-castle-valley-v3-harmonized-v3-clarity-v1.png,/Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-poem-burning-castle-valley-v3-harmonized-v3-clarity-v1.png,png,Participant material,where you stand queen ann poem burning castle valley v3 harmonized v3 clarity v1,2026-08-04T08:17:32-05:00,version-like filename,not determined,NO / NOT APPLICABLE,byte-identical group of 4; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-poem-burning-castle-valley-v3-harmonized-v3-clarity-v1.png,UNRESOLVED,Status not safely inferable from filename or date,LIVE_REPOSITORY,2361673,66163888cec7fcf4d3bf725f51dbbc75b5c1d9e5de152b2d754daa952458cacb
where-you-stand-queen-ann-poem-burning-castle-valley-v3-harmonized-v3.png,/Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-poem-burning-castle-valley-v3-harmonized-v3.png,png,Participant material,where you stand queen ann poem burning castle valley v3 harmonized v3,2026-08-04T08:17:31-05:00,version-like filename,not determined,NO / NOT APPLICABLE,byte-identical group of 4; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-poem-burning-castle-valley-v3-harmonized-v3.png,UNRESOLVED,Status not safely inferable from filename or date,LIVE_REPOSITORY,2077067,b11543b3297f70a28ecaa1aab1fafb06111e545ce79966f7d59ffc3b97c11a1a
where-you-stand-queen-ann-poem-burning-castle-valley-v3.png,/Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-poem-burning-castle-valley-v3.png,png,Participant material,where you stand queen ann poem burning castle valley v3,2026-08-04T08:17:16-05:00,version-like filename,repository text/code search,NO / NOT APPLICABLE,byte-identical group of 4; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-poem-burning-castle-valley-v3.png,UNRESOLVED,Status not safely inferable from filename or date,LIVE_REPOSITORY,2153826,008f4eae5108c0be02ee43fae4d8c65c327721881b9e9d61e78fc6a5a80f13af
where-you-stand-queen-ann-poem-castle-crop-v1.png,/Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-poem-castle-crop-v1.png,png,Participant material,where you stand queen ann poem castle crop v1,2026-07-29T21:32:46-05:00,version-like filename,repository text/code search,NO / NOT APPLICABLE,byte-identical group of 2; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-poem-castle-crop-v1.png,UNRESOLVED,Status not safely inferable from filename or date,LIVE_REPOSITORY,1235699,7fa3f338fde9fb4b7465bc8a6feac9037b53901e7ae9dd2ed865f98bec8b292a
where-you-stand-queen-ann-poem-environment-v1-parchment.png,/Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-poem-environment-v1-parchment.png,png,Participant material,where you stand queen ann poem environment v1 parchment,2026-07-29T18:58:18-05:00,version-like filename,repository text/code search,NO / NOT APPLICABLE,byte-identical group of 2; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-poem-environment-v1-parchment.png,UNRESOLVED,Status not safely inferable from filename or date,LIVE_REPOSITORY,2344793,ff53521c5802c3d8bef3f923822d1d5d6b8b7a9d48c012d7c0ab35e89f4dee4c
where-you-stand-queen-ann-poem-framed-v4-clarity-v1.png,/Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-poem-framed-v4-clarity-v1.png,png,Participant material,where you stand queen ann poem framed v4 clarity v1,2026-08-04T19:49:43-05:00,version-like filename,not determined,NO / NOT APPLICABLE,byte-identical group of 4; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-poem-framed-v4-clarity-v1.png,UNRESOLVED,Status not safely inferable from filename or date,LIVE_REPOSITORY,10594649,28494aea22952d239637cb7968bfc30996ecd3a20045f4809ca08656d6e3c5c5
where-you-stand-queen-ann-poem-framed-v4.png,/Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-poem-framed-v4.png,png,Participant material,where you stand queen ann poem framed v4,2026-08-04T19:49:36-05:00,version-like filename,repository text/code search,NO / NOT APPLICABLE,byte-identical group of 4; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-poem-framed-v4.png,UNRESOLVED,Status not safely inferable from filename or date,LIVE_REPOSITORY,9424760,f67334bc27dfdab1aef5308946587b5ad84f97aad39c8286dce5b2af4a0bea0c
where-you-stand-queen-ann-poem-landscape-v1.png,/Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-poem-landscape-v1.png,png,Participant material,where you stand queen ann poem landscape v1,2026-07-29T19:38:01-05:00,version-like filename,repository text/code search,NO / NOT APPLICABLE,byte-identical group of 2; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-poem-landscape-v1.png,UNRESOLVED,Status not safely inferable from filename or date,LIVE_REPOSITORY,1421505,9b36115e5203d3feed3e495d1ee757f2ddad85547d7dc7ecaf1153ac97fe83e2
where-you-stand-queen-ann-poem-movement-veil-v1.png,/Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-poem-movement-veil-v1.png,png,Participant material,where you stand queen ann poem movement veil v1,2026-07-29T20:59:35-05:00,version-like filename,repository text/code search,NO / NOT APPLICABLE,byte-identical group of 2; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-poem-movement-veil-v1.png,UNRESOLVED,Status not safely inferable from filename or date,LIVE_REPOSITORY,2853905,e911a9ad89aec15215898c492c48ba9fff8b62413761b26a9b660c05d1909909
where-you-stand-queen-ann-response-frame-v1.png,/Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-response-frame-v1.png,png,Participant material,where you stand queen ann response frame v1,2026-07-29T18:58:19-05:00,version-like filename,repository text/code search,NO / NOT APPLICABLE,byte-identical group of 2; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-response-frame-v1.png,UNRESOLVED,Status not safely inferable from filename or date,LIVE_REPOSITORY,2433643,d46e0fab5d7998a14d11c0a5a215e2914bed9080645f541656884d1c0c0d101a
where-you-stand-queen-ann-response-frame-v2.png,/Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-response-frame-v2.png,png,Participant material,where you stand queen ann response frame v2,2026-07-29T19:40:00-05:00,version-like filename,repository text/code search,NO / NOT APPLICABLE,byte-identical group of 2; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-response-frame-v2.png,UNRESOLVED,Status not safely inferable from filename or date,LIVE_REPOSITORY,1317576,32a352b8186a328e87ed164830c5cfb4291afa5351a3c79936bf614da8b4c4dc
where-you-stand-queen-ann-response-valley-v1-harmonized-v3-clarity-v1.png,/Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-response-valley-v1-harmonized-v3-clarity-v1.png,png,Participant material,where you stand queen ann response valley v1 harmonized v3 clarity v1,2026-08-03T21:19:38-05:00,version-like filename,repository text/code search,NO / NOT APPLICABLE,byte-identical group of 4; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-response-valley-v1-harmonized-v3-clarity-v1.png,UNRESOLVED,Status not safely inferable from filename or date,LIVE_REPOSITORY,3160350,9daedba8dd212708ef6b4ebd5b5c0f8f7f4d8e81136f008e005cfc5db5fc20cb
where-you-stand-queen-ann-response-valley-v1-harmonized-v3.png,/Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-response-valley-v1-harmonized-v3.png,png,Participant material,where you stand queen ann response valley v1 harmonized v3,2026-08-03T21:19:38-05:00,version-like filename,not determined,NO / NOT APPLICABLE,byte-identical group of 4; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-response-valley-v1-harmonized-v3.png,UNRESOLVED,Status not safely inferable from filename or date,LIVE_REPOSITORY,2831084,bd8b06c0f087ae0130ee380dbf1b7d8ad13ce5b6e39635988ae4ad87b52bf206
where-you-stand-queen-ann-response-valley-v1.png,/Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-response-valley-v1.png,png,Participant material,where you stand queen ann response valley v1,2026-08-03T21:18:51-05:00,version-like filename,repository text/code search,NO / NOT APPLICABLE,byte-identical group of 4; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-response-valley-v1.png,UNRESOLVED,Status not safely inferable from filename or date,LIVE_REPOSITORY,2898427,0654eef86b08303e3d10683ace2d44398267b4a9ad93d09c1804a8846ec8f958
where-you-stand-queen-ann-terrace-horizontal-v1-finished-v1.png,/Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-terrace-horizontal-v1-finished-v1.png,png,Participant material,where you stand queen ann terrace horizontal v1 finished v1,2026-08-01T09:19:24-05:00,version-like filename,repository text/code search,NO / NOT APPLICABLE,byte-identical group of 2; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-terrace-horizontal-v1-finished-v1.png,UNRESOLVED,Status not safely inferable from filename or date,LIVE_REPOSITORY,236318,088fb10541401818d72b1f792a5147bb0a372c8fd8cb4133668f687185b64e79
where-you-stand-queen-ann-terrace-horizontal-v1-harmonized-v1.png,/Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-terrace-horizontal-v1-harmonized-v1.png,png,Participant material,where you stand queen ann terrace horizontal v1 harmonized v1,2026-08-03T08:30:43-05:00,version-like filename,not determined,NO / NOT APPLICABLE,byte-identical group of 4; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-terrace-horizontal-v1-harmonized-v1.png,UNRESOLVED,Status not safely inferable from filename or date,LIVE_REPOSITORY,228463,5758f6eb3b3a9f0997f1d46d983599537c8a90894341b4e2d5dffd10e5636916
where-you-stand-queen-ann-terrace-horizontal-v1-harmonized-v2-clarity-v1.png,/Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-terrace-horizontal-v1-harmonized-v2-clarity-v1.png,png,Participant material,where you stand queen ann terrace horizontal v1 harmonized v2 clarity v1,2026-08-03T10:01:19-05:00,version-like filename,not determined,NO / NOT APPLICABLE,byte-identical group of 4; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-terrace-horizontal-v1-harmonized-v2-clarity-v1.png,UNRESOLVED,Status not safely inferable from filename or date,LIVE_REPOSITORY,266170,a989750308e3f2e978e6df9b0eabd78748f8f106e3b51d0a765830aba6aac4b0
where-you-stand-queen-ann-terrace-horizontal-v1-harmonized-v2.png,/Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-terrace-horizontal-v1-harmonized-v2.png,png,Participant material,where you stand queen ann terrace horizontal v1 harmonized v2,2026-08-03T09:28:56-05:00,version-like filename,not determined,NO / NOT APPLICABLE,byte-identical group of 4; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-terrace-horizontal-v1-harmonized-v2.png,UNRESOLVED,Status not safely inferable from filename or date,LIVE_REPOSITORY,235547,8eca9b3331647b8d6fe753383df8e641ba5c1b70d3b6a6a335caa3228e3d8e01
